# Repository Cleanup Candidates
# Generated: 2026-02-28T16:32:59Z
# Total candidates: 4292

LegacyIndex.php | legacy directory
legacy\wordpress\wp-includes\blocks\site-logo\style.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\site-tagline.php | legacy directory
legacy\wordpress\wp-includes\blocks\site-tagline\editor-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\site-tagline\editor-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\site-tagline\editor.css | legacy directory
legacy\wordpress\wp-includes\blocks\site-tagline\editor.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\site-tagline\style-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\site-tagline\style-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\site-tagline\style.css | legacy directory
legacy\wordpress\wp-includes\blocks\site-tagline\style.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\site-title.php | legacy directory
legacy\wordpress\wp-includes\blocks\site-title\editor-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\site-title\editor-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\site-title\editor.css | legacy directory
legacy\wordpress\wp-includes\blocks\site-title\editor.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\site-title\style-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\site-title\style-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\site-title\style.css | legacy directory
legacy\wordpress\wp-includes\blocks\site-title\style.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\social-link.php | legacy directory
legacy\wordpress\wp-includes\blocks\social-link\editor-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\social-link\editor-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\social-link\editor.css | legacy directory
legacy\wordpress\wp-includes\blocks\social-link\editor.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\social-links\editor-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\social-links\editor-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\social-links\editor.css | legacy directory
legacy\wordpress\wp-includes\blocks\social-links\editor.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\social-links\style-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\social-links\style-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\social-links\style.css | legacy directory
legacy\wordpress\wp-includes\blocks\social-links\style.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\spacer\editor-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\spacer\editor-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\spacer\editor.css | legacy directory
legacy\wordpress\wp-includes\blocks\spacer\editor.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\spacer\style-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\spacer\style-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\spacer\style.css | legacy directory
legacy\wordpress\wp-includes\blocks\spacer\style.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\table\editor-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\table\editor-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\table\editor.css | legacy directory
legacy\wordpress\wp-includes\blocks\table\editor.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\table\style-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\table\style-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\table\style.css | legacy directory
legacy\wordpress\wp-includes\blocks\table\style.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\table\theme-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\table\theme-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\table\theme.css | legacy directory
legacy\wordpress\wp-includes\blocks\table\theme.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\tag-cloud.php | legacy directory
legacy\wordpress\wp-includes\blocks\tag-cloud\editor-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\tag-cloud\editor-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\tag-cloud\editor.css | legacy directory
legacy\wordpress\wp-includes\blocks\tag-cloud\editor.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\tag-cloud\style-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\tag-cloud\style-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\tag-cloud\style.css | legacy directory
legacy\wordpress\wp-includes\blocks\tag-cloud\style.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\template-part.php | legacy directory
legacy\wordpress\wp-includes\blocks\template-part\editor-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\template-part\editor-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\template-part\editor.css | legacy directory
legacy\wordpress\wp-includes\blocks\template-part\editor.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\template-part\theme-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\template-part\theme-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\template-part\theme.css | legacy directory
legacy\wordpress\wp-includes\blocks\template-part\theme.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\term-count.php | legacy directory
legacy\wordpress\wp-includes\blocks\term-count\style-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\term-count\style-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\term-count\style.css | legacy directory
legacy\wordpress\wp-includes\blocks\term-count\style.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\term-description.php | legacy directory
legacy\wordpress\wp-includes\blocks\term-description\style-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\term-description\style-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\term-description\style.css | legacy directory
legacy\wordpress\wp-includes\blocks\term-description\style.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\term-name.php | legacy directory
legacy\wordpress\wp-includes\blocks\term-name\style-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\term-name\style-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\term-name\style.css | legacy directory
legacy\wordpress\wp-includes\blocks\term-name\style.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\term-template.php | legacy directory
legacy\wordpress\wp-includes\blocks\term-template\editor-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\term-template\editor-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\term-template\editor.css | legacy directory
legacy\wordpress\wp-includes\blocks\term-template\editor.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\term-template\style-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\term-template\style-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\term-template\style.css | legacy directory
legacy\wordpress\wp-includes\blocks\term-template\style.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\text-columns\editor-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\text-columns\editor-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\text-columns\editor.css | legacy directory
legacy\wordpress\wp-includes\blocks\text-columns\editor.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\text-columns\style-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\text-columns\style-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\text-columns\style.css | legacy directory
legacy\wordpress\wp-includes\blocks\text-columns\style.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\verse\style-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\verse\style-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\verse\style.css | legacy directory
legacy\wordpress\wp-includes\blocks\verse\style.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\video.php | legacy directory
legacy\wordpress\wp-includes\blocks\video\editor-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\video\editor-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\video\editor.css | legacy directory
legacy\wordpress\wp-includes\blocks\video\editor.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\video\style-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\video\style-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\video\style.css | legacy directory
legacy\wordpress\wp-includes\blocks\video\style.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\video\theme-rtl.css | legacy directory
legacy\wordpress\wp-includes\blocks\video\theme-rtl.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\video\theme.css | legacy directory
legacy\wordpress\wp-includes\blocks\video\theme.min.css | legacy directory
legacy\wordpress\wp-includes\blocks\widget-group.php | legacy directory
legacy\wordpress\wp-includes\bookmark-template.php | legacy directory
legacy\wordpress\wp-includes\bookmark.php | legacy directory
legacy\wordpress\wp-includes\cache-compat.php | legacy directory
legacy\wordpress\wp-includes\cache.php | legacy directory
legacy\wordpress\wp-includes\canonical.php | legacy directory
legacy\wordpress\wp-includes\capabilities.php | legacy directory
legacy\wordpress\wp-includes\category-template.php | legacy directory
legacy\wordpress\wp-includes\category.php | legacy directory
legacy\wordpress\wp-includes\certificates\ca-bundle.crt | legacy directory
legacy\wordpress\wp-includes\classes/IXR.php | legacy directory
legacy\wordpress\wp-includes\classes/avif-info.php | legacy directory
legacy\wordpress\wp-includes\classes/feed.php | legacy directory
legacy\wordpress\wp-includes\classes/http.php | legacy directory
legacy\wordpress\wp-includes\classes/json.php | legacy directory
legacy\wordpress\wp-includes\classes/oembed.php | legacy directory
legacy\wordpress\wp-includes\classes/phpass.php | legacy directory
legacy\wordpress\wp-includes\classes/phpmailer.php | legacy directory
legacy\wordpress\wp-includes\classes/pop3.php | legacy directory
legacy\wordpress\wp-includes\classes/requests.php | legacy directory
legacy\wordpress\wp-includes\classes/simplepie.php | legacy directory
legacy\wordpress\wp-includes\classes/smtp.php | legacy directory
legacy\wordpress\wp-includes\classes/snoopy.php | legacy directory
legacy\wordpress\wp-includes\classes/walker-category-dropdown.php | legacy directory
legacy\wordpress\wp-includes\classes/walker-category.php | legacy directory
legacy\wordpress\wp-includes\classes/walker-comment.php | legacy directory
legacy\wordpress\wp-includes\classes/walker-nav-menu.php | legacy directory
legacy\wordpress\wp-includes\classes/walker-page-dropdown.php | legacy directory
legacy\wordpress\wp-includes\classes/walker-page.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-admin-bar.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-ajax-response.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-application-passwords.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-block-bindings-registry.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-block-bindings-source.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-block-editor-context.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-block-list.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-block-metadata-registry.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-block-parser-block.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-block-parser-frame.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-block-parser.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-block-pattern-categories-registry.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-block-patterns-registry.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-block-processor.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-block-styles-registry.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-block-supports.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-block-template.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-block-templates-registry.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-block-type-registry.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-block-type.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-block.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-classic-to-block-menu-converter.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-comment-query.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-comment.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-customize-control.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-customize-manager.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-customize-nav-menus.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-customize-panel.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-customize-section.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-customize-setting.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-customize-widgets.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-date-query.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-dependencies.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-dependency.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-duotone.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-editor.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-embed.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-error.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-exception.php | legacy directory
legacy\wordpress\wp-includes\classes/wp-fatal-error-handler.php | legacy directory
